account_value,date,daily_return
1065539.0121909783,2023-04-05,
1065539.0121909783,2023-04-06,0.0
1065261.0293052362,2023-04-10,-0.00026088475650509757
1065000.216287963,2023-04-11,-0.0002448348433841119
1064848.1215071557,2023-04-12,-0.0001428119717548082
1066295.1932818904,2023-04-13,0.0013589466380299342
1066192.6596879573,2023-04-14,-9.615873219637194e-05
1066192.8568729549,2023-04-17,1.849431205958041e-07
1066571.5211290126,2023-04-18,0.0003551554989482675
1066994.2646244196,2023-04-19,0.0003963573816030408
1066544.410781402,2023-04-20,-0.0004216084921281338
1065857.1861039116,2023-04-21,-0.0006443469869077401
1066001.42186441,2023-04-24,0.00013532372101887624
1065162.0889371638,2023-04-25,-0.0007873656732823031
1065142.8986332086,2023-04-26,-1.8016322731129186e-05
1067594.1777047114,2023-04-27,0.002301361699588167
1068275.1571933436,2023-04-28,0.000637863621639756
1068218.8957385705,2023-05-01,-5.266569609363447e-05
1067668.3607185055,2023-05-02,-0.0005153765976816382
1067037.3831032403,2023-05-03,-0.000590986525853876
1065993.0963928523,2023-05-04,-0.0009786786544918602
1071602.6575866998,2023-05-05,0.005262286606573241
1071530.9368817897,2023-05-08,-6.692845002054248e-05
1070024.1678227077,2023-05-09,-0.001406183440178399
1071734.169270767,2023-05-10,0.001598096098650581
1071917.7916956935,2023-05-11,0.00017133206180375282
1070879.9645136867,2023-05-12,-0.0009681966192248703
1070329.7409009854,2023-05-15,-0.00051380512376209
1070320.9998491514,2023-05-16,-8.166690600108772e-06
1071057.8528748013,2023-05-17,0.0006884411552736669
1074030.5806930996,2023-05-18,0.002775506299981245
1074155.735102905,2023-05-19,0.0001165277898553807
1072989.1063797604,2023-05-22,-0.0010860889953101527
1069780.9844315182,2023-05-23,-0.002989892375577119
1070126.211299499,2023-05-24,0.00032270798696631964
1071630.967268005,2023-05-25,0.00140614812777895
1074961.3622126463,2023-05-26,0.0031077815464140013
1077626.98975032,2023-05-30,0.0024797426506446563
1077547.7915282743,2023-05-31,-7.349316860016941e-05
1081607.527171188,2023-06-01,0.0037675689884304475
1082814.2936380918,2023-06-02,0.0011157156700452031
1080730.2752481992,2023-06-05,-0.0019246313999887743
1080117.5553965147,2023-06-06,-0.0005669498354191616
1077765.710728317,2023-06-07,-0.002177396947626087
1082205.544980148,2023-06-08,0.004119479964556305
1082857.623169235,2023-06-09,0.000602545599688975
1087984.0510180509,2023-06-12,0.0047341660982282985
1087136.268386032,2023-06-13,-0.0007792234005872256
1088291.6413733975,2023-06-14,0.00106276740180955
1091912.6947950283,2023-06-15,0.003327282213672955
1089945.420289413,2023-06-16,-0.0018016774738428554
1090097.8651334685,2023-06-20,0.00013986465855775343
1087981.456469528,2023-06-21,-0.0019414850094046088
1094075.5990008544,2023-06-22,0.005601329411534239
1093435.2984445188,2023-06-23,-0.0005852434300886999
1090639.2148733824,2023-06-26,-0.002557155027932634
1096426.1381613463,2023-06-27,0.005305992310789875
1098793.8596979063,2023-06-28,0.0021594902329951093
1099455.6057539366,2023-06-29,0.0006022476829385948
1108372.426095718,2023-06-30,0.008110214086967993
1105123.891067642,2023-07-03,-0.0029309056699643454
1102575.542883438,2023-07-05,-0.0023059389130951624
1103675.7547791898,2023-07-06,0.000997856249263851
