account_value,date,daily_return
1037791.2924300533,2022-07-06,
1060598.4605978695,2022-07-07,0.021976642446490002
1065165.9642335202,2022-07-08,0.0043065342873267465
1050780.3669109493,2022-07-11,-0.013505498490953505
1057426.8561367183,2022-07-12,0.006325288742601964
1054947.6252056577,2022-07-13,-0.002344588579978435
1075142.3468807675,2022-07-14,0.01914286661498754
1086488.0576687313,2022-07-15,0.010552752220094774
1065450.157105682,2022-07-18,-0.01936321381036643
1092431.4771093442,2022-07-19,0.02532386881143056
1106630.5442144466,2022-07-20,0.012997672991512665
1122798.6214261777,2022-07-21,0.014610185211549664
1113929.0540680233,2022-07-22,-0.007899517499307396
1105891.4293553769,2022-07-25,-0.0072155625022019
1096226.4241689146,2022-07-26,-0.008739560620427245
1132795.3565495908,2022-07-27,0.03335892254960049
1136763.8151432339,2022-07-28,0.003503244050832466
1172880.4401478115,2022-07-29,0.0317714414581598
1165923.6508470455,2022-08-01,-0.005931371231571836
1155544.2054114987,2022-08-02,-0.00890233715390032
1197765.8738407285,2022-08-03,0.036538341182883904
1195573.307162872,2022-08-04,-0.0018305469589193768
1194013.6003559262,2022-08-05,-0.0013045681077031857
1190792.2529438168,2022-08-08,-0.002697915175462917
1191125.7614190977,2022-08-09,0.0002800727620257959
1220435.9104360044,2022-08-10,0.02460709856697818
1215253.7206120908,2022-08-11,-0.004246179401638739
1240300.6532009274,2022-08-12,0.020610455383935022
1247957.1271877438,2022-08-15,0.006173079057127717
1246830.0239606625,2022-08-16,-0.0009031586122042468
1257279.7506131893,2022-08-17,0.00838103546731439
1254468.351060272,2022-08-18,-0.002236097059183706
1236106.8690705867,2022-08-19,-0.014636863476201856
1208489.5765869138,2022-08-22,-0.02234215598562128
1206118.195425964,2022-08-23,-0.0019622686094217245
1208192.9277520597,2022-08-24,0.001720173308025652
1225509.305422653,2022-08-25,0.014332460712886075
1180455.9730297695,2022-08-26,-0.03676294597970886
1164629.836932205,2022-08-29,-0.01340679911758591
1147203.2339518582,2022-08-30,-0.014963211853004532
1135220.095315643,2022-08-31,-0.010445523758624842
1140398.3210556943,2022-09-01,0.004561428890678343
1125283.338312164,2022-09-02,-0.013254125742256484
1116143.9715229184,2022-09-06,-0.00812183605504535
1126184.6941651609,2022-09-07,0.008995902767402253
1115531.8633145748,2022-09-08,-0.009459221836150888
1136313.3828556822,2022-09-09,0.01862924782745279
1179155.4786657253,2022-09-12,0.03770271164313499
1111252.084448837,2022-09-13,-0.05758646374074816
1121790.9506643522,2022-09-14,0.009483776330320381
1100550.8509375302,2022-09-15,-0.01893409793887446
1088640.0931006162,2022-09-16,-0.010822542026810877
1115774.229486053,2022-09-19,0.02492479980978346
1133245.7951859739,2022-09-20,0.01565869262634645
1110578.538870361,2022-09-21,-0.020002065228835075
1103651.9546617733,2022-09-22,-0.006236915234858698
1087104.5546404112,2022-09-23,-0.014993313744851022
1089511.1966842497,2022-09-26,0.0022138091810630645
1096473.3859056393,2022-09-27,0.006390195201827931
1082747.6584321896,2022-09-28,-0.01251806715045145
1030182.4039654232,2022-09-29,-0.04854801952920451
999443.8115202633,2022-09-30,-0.029838009586302006
1029787.590873901,2022-10-03,0.030360665606084858
