account_value,date,daily_return
1238834.4957100982,2022-01-03,
1223114.2239815826,2022-01-04,-0.012689565703048022
1190583.8704049224,2022-01-05,-0.02659633330954536
1170709.1053961944,2022-01-06,-0.01669329267997599
1171866.1777381133,2022-01-07,0.0009883517063167258
1172002.2791480254,2022-01-10,0.00011614074413746067
1191672.9296759795,2022-01-11,0.016783798869617783
1194735.737293167,2022-01-12,0.0025701747022317534
1172002.2791480254,2022-01-13,-0.01902802221070854
1177992.1085089874,2022-01-14,0.005110765966527042
1155734.689762039,2022-01-18,-0.018894369992953464
1131435.7498664092,2022-01-19,-0.021024669511852223
1119728.6095008086,2022-01-20,-0.010347154371764256
1105435.121631546,2022-01-21,-0.012765135898094915
1100057.9589728545,2022-01-24,-0.004864295111914885
1087534.2101477813,2022-01-25,-0.011384626348930671
1086921.5434455108,2022-01-26,-0.000563353958481283
1083722.6344184112,2022-01-27,-0.0029430910136891697
1159342.113376541,2022-01-28,0.06977752107088886
1158182.7713805847,2022-01-31,-0.0009999998987182401
1158148.7251266174,2022-02-01,-2.9396270440740224e-05
1158374.3971984556,2022-02-02,0.0001948558651769794
1157486.111143463,2022-02-03,-0.0007668384739346612
1157354.340982025,2022-02-04,-0.00011384167824513014
1156976.4263992002,2022-02-07,-0.00032653317090780565
1158839.9658263852,2022-02-08,0.0016106978367611546
1159826.206666534,2022-02-09,0.0008510587045948981
1156518.396980255,2022-02-10,-0.002851987364370867
1153404.745539825,2022-02-11,-0.002692262785062405
1153625.3615096738,2022-02-14,0.00019127367968785336
1157861.0767364192,2022-02-15,0.003671655780176808
1157559.263961761,2022-02-16,-0.0002606640647330183
1152825.082031219,2022-02-17,-0.004089796590058925
1150621.3761764215,2022-02-18,-0.0019115700110503564
1146185.3329452206,2022-02-22,-0.0038553457488701426
1139445.9664886165,2022-02-23,-0.00587982262806197
1143917.8539672543,2022-02-24,0.003924615655465091
1147656.8633269956,2022-02-25,0.0032685995299173154
1148147.7453689268,2022-02-28,0.00042772544444003024
1144334.7890716244,2022-03-01,-0.003320963101379637
1151294.8985824278,2022-03-02,0.00608223185843193
1150560.684802215,2022-03-03,-0.0006377286836906082
1143585.745895355,2022-03-04,-0.006062208624883714
1134386.5077865291,2022-03-07,-0.008044204942081912
1129773.399072235,2022-03-08,-0.004066611055957847
1143921.9137664489,2022-03-09,0.01252332078789653
1132079.954489105,2022-03-10,-0.010352069607927561
1121572.1856475524,2022-03-11,-0.009281825722543213
1109772.5399367977,2022-03-14,-0.010520629756828326
1123016.1320037534,2022-03-15,0.01193360944731059
1136793.1871505429,2022-03-16,0.01226790493401686
1140036.1486999202,2022-03-17,0.0028527278189500738
1150982.9894317319,2022-03-18,0.00960218739054497
1155673.0602767635,2022-03-21,0.004074839409527131
1167560.6397964167,2022-03-22,0.010286282451549278
1172491.5315475157,2022-03-23,0.004223242530648097
1186595.2366103819,2022-03-24,0.012028833201252587
1189020.055093353,2022-03-25,0.0020435093687867223
1192396.1185165097,2022-03-28,0.0028393662568557687
1205666.781820648,2022-03-29,0.011129408338437674
1200825.319406097,2022-03-30,-0.004015589122593144
1187685.6271712948,2022-03-31,-0.010942217841726443
1186392.9819869688,2022-04-01,-0.0010883731812134645
