,date,daily_return
170,2022-06-06,0.00024491340590318566
171,2022-06-07,0.007130256778524833
172,2022-06-08,-0.009088570673583434
173,2022-06-09,-0.02053467895723053
174,2022-06-10,-0.024572663518544303
175,2022-06-13,-0.0276811267280372
176,2022-06-14,-0.004007786303286827
177,2022-06-15,0.011540642471433413
178,2022-06-16,-0.022684452074160755
179,2022-06-17,-0.00015486661448503515
180,2022-06-21,0.019773781959438106
181,2022-06-22,-0.002601210174585829
182,2022-06-23,0.005695645394110969
183,2022-06-24,0.027263833163641154
184,2022-06-27,-0.002869537478585884
185,2022-06-28,-0.01720584165317448
186,2022-06-29,0.0002400649203629835
187,2022-06-30,-0.009250056339883387
188,2022-07-01,0.009738376988380402
189,2022-07-05,-0.002227271047809533
190,2022-07-06,0.0010134440033445944
191,2022-07-07,0.012438491385960818
192,2022-07-08,-0.0025296518031493764
193,2022-07-11,-0.005751996748433096
194,2022-07-12,-0.0038877873711899566
195,2022-07-13,-0.005571588738685705
196,2022-07-14,-0.0047533953416288586
197,2022-07-15,0.019134141840377955
198,2022-07-18,-0.006719581144734353
199,2022-07-19,0.023090491786722126
200,2022-07-20,0.0026376859725437437
201,2022-07-21,0.0038110996609059164
202,2022-07-22,-0.006148517819224756
203,2022-07-25,0.0025023037240289488
204,2022-07-26,-0.007302412275410231
205,2022-07-27,0.01397299822095921
206,2022-07-28,0.009911469162820605
207,2022-07-29,0.007425404350154187
208,2022-08-01,0.0006870988232694483
209,2022-08-02,-0.013330173800929743
210,2022-08-03,0.01221729670691652
211,2022-08-04,-0.003581117186924226
212,2022-08-05,0.001884292819993072
213,2022-08-08,0.0011607315367975427
214,2022-08-09,-0.0023725610021605604
215,2022-08-10,0.016813970708111546
216,2022-08-11,0.0030461313324451596
217,2022-08-12,0.012968628255759737
218,2022-08-15,0.004937705011720868
219,2022-08-16,0.007464438915656323
220,2022-08-17,-0.005556633518517359
221,2022-08-18,0.0009159665950154033
222,2022-08-19,-0.009147519838018696
223,2022-08-22,-0.019738110897441777
224,2022-08-23,-0.0034044853863878814
225,2022-08-24,0.0014514727406254773
226,2022-08-25,0.009677438369171482
227,2022-08-26,-0.03041219528572186
228,2022-08-29,-0.0059325517396513015
229,2022-08-30,-0.009885267632466659
230,2022-08-31,-0.008848672646555297
231,2022-09-01,0.004202569306441234
232,2022-09-02,-0.01062222948550827
233,2022-09-06,-0.006173662046531593
234,2022-09-07,0.014502401493544967
235,2022-09-08,0.005158572914811872
236,2022-09-09,0.013752036627290085
237,2022-09-12,0.008380473211495583
238,2022-09-13,-0.039420558008472446
239,2022-09-14,0.0021225367704357833
240,2022-09-15,-0.008567414210405926
241,2022-09-16,-0.0038941041900627193
242,2022-09-19,0.0059298914890015975
243,2022-09-20,-0.010661345497563241
244,2022-09-21,-0.017436913755508737
245,2022-09-22,-0.004133231440792357
246,2022-09-23,-0.017112407982997742
247,2022-09-26,-0.010877466505873243
248,2022-09-27,-0.004900999659181209
249,2022-09-28,0.0183217061667515
250,2022-09-29,-0.01775165085977612
251,2022-09-30,-0.01988359536392218
252,2022-10-03,0.02794789718746536
253,2022-10-04,0.028291866741779893
254,2022-10-05,-0.001767566222519672
255,2022-10-06,-0.012681250480163688
256,2022-10-07,-0.022801629667449645
257,2022-10-10,-0.0017903560903312697
258,2022-10-11,0.0008124606846502812
259,2022-10-12,-0.0011120609335586206
260,2022-10-13,0.029613285798957396
261,2022-10-14,-0.013803441820848843
262,2022-10-17,0.01888887933386251
263,2022-10-18,0.010567895931707377
264,2022-10-19,-0.002163770369084394
265,2022-10-20,-0.002186252383218161
266,2022-10-21,0.02256250016406272
267,2022-10-24,0.01273313039690357
268,2022-10-25,0.013382619861678763
269,2022-10-26,0.00018545620913469765
270,2022-10-27,0.004104339960195468
271,2022-10-28,0.02914881689944614
272,2022-10-31,-0.005327799152454904
273,2022-11-01,-0.0021360197781469933
274,2022-11-02,-0.016657717362327996
275,2022-11-03,-0.005195634182179939
276,2022-11-04,0.01505846735442391
277,2022-11-07,0.011606135792938278
278,2022-11-08,0.00842557380979562
279,2022-11-09,-0.0210698857847354
280,2022-11-10,0.04123196070534523
281,2022-11-11,0.00645529264164976
282,2022-11-14,-0.0046578122164188775
283,2022-11-15,0.004134907558039776
284,2022-11-16,-0.0041045114264003915
285,2022-11-17,0.0018757701736018392
286,2022-11-18,0.005516335181360304
287,2022-11-21,0.00079993437937984
288,2022-11-22,0.01249582884552556
289,2022-11-23,0.002859026124818431
290,2022-11-25,0.0023183881088096074
291,2022-11-28,-0.014336682647877384
292,2022-11-29,0.0015006884574478659
293,2022-11-30,0.02268484706651327
294,2022-12-01,-0.004827051506650337
295,2022-12-02,0.0013482415917690064
296,2022-12-05,-0.014938742883537214
297,2022-12-06,-0.01157925935126902
298,2022-12-07,-0.0005283237035931433
299,2022-12-08,0.006200313616575437
300,2022-12-09,-0.007981137826466466
301,2022-12-12,0.01585665227997731
302,2022-12-13,0.003818202185829583
303,2022-12-14,-0.00489278145412132
304,2022-12-15,-0.022781873996507183
305,2022-12-16,-0.009229323268618125
306,2022-12-19,-0.005015609568332899
307,2022-12-20,0.0030888559867855688
308,2022-12-21,0.01641976476660054
309,2022-12-22,-0.01001264186146246
310,2022-12-23,0.004968147259592593
311,2022-12-27,0.0014179510241295865
312,2022-12-28,-0.012390666836000598
313,2022-12-29,0.011859087732543471
314,2022-12-30,-0.0013102593423296562
315,2023-01-03,0.00227813446547461
316,2023-01-04,0.009017605076210865
317,2023-01-05,-0.00932878120923367
318,2023-01-06,0.023925804434203647
319,2023-01-09,-0.0029876247036148195
320,2023-01-10,0.005616960774374177
321,2023-01-11,0.006049479563138846
322,2023-01-12,0.005642373169023259
323,2023-01-13,0.003448279205383189
324,2023-01-17,-0.010062599470192555
325,2023-01-18,-0.01962032867196039
326,2023-01-19,-0.0075899817508312045
327,2023-01-20,0.011811974154219364
328,2023-01-23,0.009452209373571498
329,2023-01-24,0.0010926673778604097
330,2023-01-25,0.00048739773283217047
331,2023-01-26,0.00575584542511577
332,2023-01-27,0.0009443198257767621
333,2023-01-30,-0.0078120017028250706
334,2023-01-31,0.009941516310827112
335,2023-02-01,0.001853427522052546
336,2023-02-02,0.0027912481153648254
337,2023-02-03,-0.004300039345127217
338,2023-02-06,-0.004344468548403613
339,2023-02-07,0.007607848713785425
340,2023-02-08,-0.007678205510502566
341,2023-02-09,-0.007533449561901041
342,2023-02-10,0.0046395101078763965
343,2023-02-13,0.012062260445015056
344,2023-02-14,-0.003847024461811048
345,2023-02-15,0.002582611075689912
346,2023-02-16,-0.011261801693907737
347,2023-02-17,0.003848114118239561
348,2023-02-21,-0.020311507468215365
349,2023-02-22,-0.003063612163030425
350,2023-02-23,0.002200110696707601
351,2023-02-24,-0.00969188594451868
352,2023-02-27,0.0016268788303129245
353,2023-02-28,-0.005080598481382636
