,date,open,high,low,close,volume,tic,day
0,2010-01-04,7.622499942779541,7.660714149475098,7.585000038146973,6.470740795135498,493729600,AAPL,0
1,2010-01-05,7.664286136627197,7.699643135070801,7.6160712242126465,6.481927871704102,601904800,AAPL,1
2,2010-01-06,7.656428813934326,7.68678617477417,7.526785850524902,6.3788251876831055,552160000,AAPL,2
3,2010-01-07,7.5625,7.5714287757873535,7.466071128845215,6.367032527923584,477131200,AAPL,3
4,2010-01-08,7.510714054107666,7.5714287757873535,7.466429233551025,6.409362316131592,447610800,AAPL,4
5,2010-01-11,7.599999904632568,7.607142925262451,7.444643020629883,6.352822780609131,462229600,AAPL,0
6,2010-01-12,7.471070766448975,7.491786003112793,7.372142791748047,6.2805585861206055,594459600,AAPL,1
7,2010-01-13,7.423929214477539,7.533214092254639,7.289286136627197,6.369149208068848,605892000,AAPL,2
8,2010-01-14,7.503929138183594,7.5164289474487305,7.465000152587891,6.332261562347412,432894000,AAPL,3
9,2010-01-15,7.533214092254639,7.557143211364746,7.352499961853027,6.226437568664551,594067600,AAPL,4
10,2010-01-19,7.440357208251953,7.685357093811035,7.401429176330566,6.501882076263428,730007600,AAPL,1
11,2010-01-20,7.675356864929199,7.698214054107666,7.482142925262451,6.401803970336914,612152800,AAPL,2
12,2010-01-21,7.574285984039307,7.618214130401611,7.400356769561768,6.291140079498291,608154400,AAPL,3
13,2010-01-22,7.385000228881836,7.410714149475098,7.041429042816162,5.9791083335876465,881767600,AAPL,4
14,2010-01-25,7.232500076293945,7.310713768005371,7.1496429443359375,6.139962673187256,1065699600,AAPL,0
15,2010-01-26,7.3553571701049805,7.632500171661377,7.235000133514404,6.226739406585693,1867110000,AAPL,1
16,2010-01-27,7.387499809265137,7.520713806152344,7.126070976257324,6.285398006439209,1722568400,AAPL,2
17,2010-01-28,7.318929195404053,7.339285850524902,7.096428871154785,6.025673866271973,1173502400,AAPL,3
18,2010-01-29,7.181428909301758,7.221428871154785,6.794642925262451,5.807067394256592,1245952400,AAPL,4
19,2010-02-01,6.870357036590576,7.0,6.8321428298950195,5.887796878814697,749876400,AAPL,0
20,2010-02-02,6.996786117553711,7.0114288330078125,6.906428813934326,5.921963214874268,698342400,AAPL,1
21,2010-02-03,6.9703569412231445,7.150000095367432,6.943571090698242,6.023857116699219,615328000,AAPL,2
22,2010-02-04,7.026071071624756,7.0846428871154785,6.841785907745361,5.806765556335449,757652000,AAPL,3
23,2010-02-05,6.879642963409424,7.0,6.816071033477783,5.909869194030762,850306800,AAPL,4
24,2010-02-08,6.98892879486084,7.067142963409424,6.9285712242126465,5.869354248046875,478270800,AAPL,0
25,2010-02-09,7.014999866485596,7.0535712242126465,6.955357074737549,5.931941986083984,632886800,AAPL,1
26,2010-02-10,6.996070861816406,7.021429061889648,6.937857151031494,5.8995890617370605,370361600,AAPL,2
27,2010-02-11,6.960000038146973,7.1339287757873535,6.930714130401611,6.006927013397217,550345600,AAPL,3
28,2010-02-12,7.075356960296631,7.2014288902282715,6.982142925262451,6.058628082275391,655468800,AAPL,4
29,2010-02-16,7.2121429443359375,7.2746429443359375,7.197143077850342,6.149941444396973,543737600,AAPL,1
30,2010-02-17,7.292500019073486,7.296785831451416,7.1735711097717285,6.124240398406982,436396800,AAPL,2
31,2010-02-18,7.201070785522461,7.28178596496582,7.175714015960693,6.135729789733887,422825200,AAPL,3
32,2010-02-19,7.209286212921143,7.257143020629883,7.182499885559082,6.097634315490723,415469600,AAPL,4
33,2010-02-22,7.226428985595703,7.232142925262451,7.11392879486084,6.059839248657227,390563600,AAPL,0
34,2010-02-23,7.142857074737549,7.190357208251953,6.989643096923828,5.958245754241943,575094800,AAPL,1
35,2010-02-24,7.0796427726745605,7.194285869598389,7.065713882446289,6.06709623336792,460566400,AAPL,2
36,2010-02-25,7.049285888671875,7.244999885559082,7.03178596496582,6.107610702514648,665126000,AAPL,3
37,2010-02-26,7.2278571128845215,7.327499866485596,7.214285850524902,6.186828136444092,507460800,AAPL,4
38,2010-03-01,7.348214149475098,7.482142925262451,7.337500095367432,6.318957805633545,550093600,AAPL,0
39,2010-03-02,7.497499942779541,7.5296430587768555,7.419285774230957,6.314723968505859,566546400,AAPL,1
40,2010-03-03,7.4621429443359375,7.495357036590576,7.42642879486084,6.3292365074157715,372052800,AAPL,2
41,2010-03-04,7.474286079406738,7.5328569412231445,7.451070785522461,6.370964527130127,366041200,AAPL,3
42,2010-03-05,7.67642879486084,7.846428871154785,7.6653571128845215,6.620104789733887,899620400,AAPL,4
43,2010-03-08,7.857500076293945,7.86035680770874,7.794642925262451,6.624035835266113,429889600,AAPL,0
44,2010-03-09,7.796785831451416,8.035714149475098,7.78178596496582,6.743165016174316,920259200,AAPL,1
45,2010-03-10,7.993928909301758,8.052857398986816,7.971428871154785,6.79819393157959,596218000,AAPL,2
46,2010-03-11,7.996786117553711,8.053570747375488,7.975714206695557,6.818147659301758,405700400,AAPL,3
47,2010-03-12,8.120356559753418,8.133213996887207,8.0625,6.851408958435059,416323600,AAPL,4
48,2010-03-15,8.049285888671875,8.053570747375488,7.8660712242126465,6.7679572105407715,493502800,AAPL,0
49,2010-03-16,8.006428718566895,8.03499984741211,7.946785926818848,6.78640079498291,446908000,AAPL,1
50,2010-03-17,8.032142639160156,8.087499618530273,7.973928928375244,6.776423931121826,450956800,AAPL,2
51,2010-03-18,8.003570556640625,8.035714149475098,7.950356960296631,6.792448043823242,342109600,AAPL,3
52,2010-03-19,8.028214454650879,8.044285774230957,7.901071071624756,6.719882965087891,559445600,AAPL,4
53,2010-03-22,7.873929023742676,8.071429252624512,7.862500190734863,6.795472621917725,456419600,AAPL,0
54,2010-03-23,8.058570861816406,8.170714378356934,8.003570556640625,6.904622554779053,602431200,AAPL,1
55,2010-03-24,8.130000114440918,8.221428871154785,8.125356674194336,6.935162544250488,597780400,AAPL,2
56,2010-03-25,8.247142791748047,8.248929023742676,8.08035659790039,6.852921485900879,542284400,AAPL,3
57,2010-03-26,8.176786422729492,8.283928871154785,8.162500381469727,6.9814229011535645,640875200,AAPL,4
58,2010-03-29,8.321429252624512,8.352499961853027,8.272143363952637,7.026472568511963,540744400,AAPL,0
59,2010-03-30,8.449999809265137,8.481429100036621,8.366070747375488,7.1310882568359375,527310000,AAPL,1
60,2010-03-31,8.410357475280762,8.450357437133789,8.373571395874023,7.105388164520264,430659600,AAPL,2
61,2010-04-01,8.478928565979004,8.526070594787598,8.3125,7.134716987609863,603145200,AAPL,3
62,2010-04-05,8.392143249511719,8.518214225769043,8.384642601013184,7.210911750793457,684507600,AAPL,0
63,2010-04-06,8.507143020629883,8.579999923706055,8.464285850524902,7.2426605224609375,447017200,AAPL,1
64,2010-04-07,8.555356979370117,8.640000343322754,8.523571014404297,7.274707794189453,628502000,AAPL,2
65,2010-04-08,8.587142944335938,8.626428604125977,8.501428604125977,7.255057334899902,572989200,AAPL,3
66,2010-04-09,8.6225004196167,8.63892936706543,8.587857246398926,7.310688018798828,334182800,AAPL,4
67,2010-04-12,8.649999618530273,8.681071281433105,8.63607120513916,7.325807094573975,333026400,AAPL,0
68,2010-04-13,8.637857437133789,8.671428680419922,8.61107063293457,7.3300371170043945,306210800,AAPL,1
69,2010-04-14,8.760000228881836,8.778928756713867,8.71678638458252,7.428608417510986,404076400,AAPL,2
70,2010-04-15,8.777856826782227,8.893928527832031,8.768214225769043,7.526270866394043,376784800,AAPL,3
71,2010-04-16,8.8774995803833,8.96928596496582,8.733928680419922,7.480310440063477,750545600,AAPL,4
72,2010-04-19,8.822500228881836,8.853214263916016,8.634642601013184,7.470332622528076,566924400,AAPL,0
73,2010-04-20,8.876428604125977,8.901785850524902,8.677143096923828,7.395349979400635,738326400,AAPL,1
74,2010-04-21,9.242856979370117,9.29464340209961,9.133213996887207,7.837698459625244,982391200,AAPL,2
75,2010-04-22,9.222857475280762,9.526785850524902,9.149999618530273,8.056903839111328,793424800,AAPL,3
76,2010-04-23,9.571070671081543,9.72071361541748,9.535714149475098,8.18873119354248,796955600,AAPL,4
77,2010-04-26,9.710000038146973,9.730713844299316,9.578213691711426,8.148521423339844,479068800,AAPL,0
